Opp ID,Opp Name,Type,Stage,Product Flag,CRM Region,Close Date,Start Date,Created Date,Qualified Date,Net New ACV (USD),Opp Owner,Account Owner,Week Start,Days from Qualified,Type,Reporting Region,Reporting Manager,Forecast Category
265,OPP - 265 - Renewal,Renewal,Stage 6,Core,EMEA,6/27/2025,4/30/2025,11/17/2023,02/02/2024,"$12,177",REP 49,REP 49,1/29/2024,588,Not Run-Rate,EMEA,Ron Weasley,Commit
266,OPP - 266 - Net New,Net New,Stage 2,Core,JAPAN,9/22/2025,9/22/2025,10/27/2024,10/27/2024,"$12,156",REP 5,REP 5,10/25/2024,330,Not Run-Rate,JAPAN,Colin Creevey,Pipeline
267,OPP - 267 - Net New,Net New,Stage 3,Core,AMER,5/30/2025,03/01/2025,01/07/2025,1/14/2025,"$12,075",REP 32,REP 32,1/13/2025,143,Not Run-Rate,AMER,Hermione Granger,Pipeline
268,OPP - 268 - Net New,Net New,Stage 2,Dash,EMEA,6/24/2025,3/31/2025,2/24/2025,2/24/2025,"$12,063",REP 31,REP 31,2/24/2025,120,Not Run-Rate,EMEA,Terry Boot,Pipeline
269,OPP - 269 - Net New,Net New,Stage 2,Dash,EMEA,6/25/2025,6/27/2025,3/20/2025,3/20/2025,"$12,063",REP 31,REP 31,3/17/2025,97,Not Run-Rate,EMEA,Terry Boot,Pipeline
270,OPP - 270 - Upsell,Upsell,Stage 3,Core,EMEA,6/18/2025,1/23/2025,1/23/2025,1/23/2025,"$12,057",REP 17,REP 17,1/20/2025,146,Not Run-Rate,EMEA,Amelia Bones,Pipeline
271,OPP - 271 - Net New,Net New,Stage 2,Dash,AMER,5/30/2025,5/30/2025,3/28/2025,3/28/2025,"$12,000",REP 21,NOT ASSIGNED,3/24/2025,63,Not Run-Rate,DASH,Remus Lupin,Pipeline
272,OPP - 272 - Net New,Net New,Stage 3,Dash,AMER,6/30/2025,06/01/2025,04/11/2025,04/11/2025,"$12,000",REP 53,REP 53,04/07/2025,80,Not Run-Rate,AMER,Cho Chang,Pipeline
273,OPP - 273 - Upsell,Upsell,Stage 5,Core,APAC,4/16/2025,4/16/2025,1/16/2025,1/16/2025,"$11,956",REP 23,REP 23,1/13/2025,90,Not Run-Rate,APAC,Severus Snape,Commit
274,OPP - 274 - Net New,Net New,Stage 3,Core,AMER,6/30/2025,3/24/2025,2/25/2025,2/25/2025,"$11,760",REP 28,REP 28,2/24/2025,125,Not Run-Rate,AMER,Susan Bones,Pipeline
275,OPP - 275 - Net New,Net New,Stage 2,Core,JAPAN,04/01/2025,4/28/2021,4/28/2021,4/28/2021,"$11,688",REP 60,REP 11,4/26/2021,1434,Not Run-Rate,JAPAN,Colin Creevey,Pipeline
276,OPP - 276 - Net New,Net New,Stage 2,Sign,AMER,6/13/2025,1/18/2025,12/15/2024,12/18/2024,"$11,550",REP 2,NOT ASSIGNED,12/16/2024,180,Not Run-Rate,AMER,Hermione Granger,Pipeline
277,OPP - 277 - Net New,Net New,Stage 2,Sign,AMER,6/30/2025,4/16/2025,3/17/2025,3/17/2025,"$11,550",REP 2,REP 2,3/17/2025,105,Not Run-Rate,AMER,Hermione Granger,Pipeline
278,OPP - 278 - Net New,Net New,Stage 2,Send,AMER,07/01/2025,04/05/2025,9/18/2024,9/18/2024,"$11,520",REP 47,REP 47,9/16/2024,286,Not Run-Rate,AMER,Cho Chang,Pipeline
279,OPP - 279 - Renewal,Renewal,Stage 2,Core,AMER,05/08/2025,05/08/2025,05/08/2024,3/27/2025,"$11,501",REP 61,REP 61,3/24/2025,365,Not Run-Rate,AMER,Cho Chang,Pipeline
280,OPP - 280 - Renewal,Renewal,Stage 5,Core,EMEA,07/04/2025,07/04/2025,11/16/2023,04/05/2025,"$11,405",REP 26,REP 26,04/04/2025,596,Not Run-Rate,EMEA,Ron Weasley,Commit
281,OPP - 281 - Renewal,Renewal,Stage 2,Core,AMER,9/25/2025,9/25/2025,9/25/2024,9/25/2024,"$11,088",REP 6,REP 6,9/23/2024,365,Not Run-Rate,AMER,Cho Chang,Pipeline
282,OPP - 282 - Net New,Net New,Stage 4,Core,EMEA,5/15/2025,2/28/2025,09/06/2024,09/06/2024,"$10,885",REP 24,REP 24,09/02/2024,251,Not Run-Rate,EMEA,Amelia Bones,Best Case
283,OPP - 283 - Upsell,Upsell,Stage 2,Core,AMER,04/04/2025,02/11/2025,02/11/2025,02/11/2025,"$10,852",REP 43,REP 43,02/10/2025,52,Not Run-Rate,AMER,Filius Flitwick,Pipeline
284,OPP - 284 - Renewal,Renewal,Stage 3,Core,AMER,05/01/2025,5/30/2025,3/26/2024,3/19/2025,"$10,826",REP 58,REP 58,3/17/2025,401,Not Run-Rate,AMER,Harry Potter,Pipeline
285,OPP - 285 - Net New,Net New,Stage 3,Send,AMER,6/30/2025,6/30/2025,2/25/2025,2/25/2025,"$10,800",REP 33,REP 33,2/24/2025,125,Not Run-Rate,AMER,Susan Bones,Best Case
286,OPP - 286 - Renewal,Renewal,Stage 5,Core,AMER,06/09/2025,06/09/2025,5/23/2024,5/24/2024,"$10,754",REP 40,REP 40,5/20/2024,382,Not Run-Rate,AMER,Harry Potter,Commit
287,OPP - 287 - Net New,Net New,Stage 6,Sign,APAC,4/30/2025,3/31/2025,2/24/2025,2/24/2025,"$10,676",REP 23,REP 23,2/24/2025,65,Not Run-Rate,APAC,Severus Snape,Commit
288,OPP - 288 - Net New,Net New,Stage 2,Dash,AMER,5/30/2025,05/05/2025,3/19/2025,04/10/2025,"$10,620",REP 4,NOT ASSIGNED,04/07/2025,72,Not Run-Rate,DASH,Remus Lupin,Pipeline
289,OPP - 289 - Renewal,Renewal,Stage 2,Core,AMER,06/05/2025,06/05/2025,2/14/2022,04/03/2025,"$10,560",REP 22,REP 39,3/31/2025,1207,Not Run-Rate,AMER,Filius Flitwick,Pipeline
290,OPP - 290 - Net New,Net New,Stage 3,Core,AMER,7/31/2025,02/03/2025,04/04/2024,04/05/2024,"$10,530",REP 14,REP 14,04/01/2024,483,Not Run-Rate,AMER,Hermione Granger,Pipeline
291,OPP - 291 - Upsell,Upsell,Stage 2,Core,AMER,08/08/2025,08/08/2024,08/08/2024,08/08/2024,"$10,522",REP 36,REP 48,08/05/2024,365,Not Run-Rate,AMER,Harry Potter,Pipeline
292,OPP - 292 - Renewal,Renewal,Stage 2,Core,EMEA,07/01/2025,07/01/2025,6/20/2024,6/20/2024,"$10,520",REP 46,REP 46,6/17/2024,376,Not Run-Rate,EMEA,Ron Weasley,Pipeline
293,OPP - 293 - Net New,Net New,Stage 2,Dash,AMER,06/04/2025,06/04/2025,3/13/2025,3/13/2025,"$10,500",REP 36,REP 36,03/10/2025,83,Not Run-Rate,AMER,Harry Potter,Pipeline
294,OPP - 294 - Net New,Net New,Stage 2,Dash,AMER,5/16/2025,05/06/2025,3/17/2025,3/17/2025,"$10,500",REP 41,REP 41,3/17/2025,60,Not Run-Rate,AMER,Rubeus Hagrid,Pipeline
295,OPP - 295 - Net New,Net New,Stage 2,Dash,AMER,6/30/2025,5/23/2025,3/24/2025,3/24/2025,"$10,500",REP 54,REP 54,3/24/2025,98,Not Run-Rate,AMER,Filius Flitwick,Pipeline
296,OPP - 296 - Net New,Net New,Stage 3,Dash,AMER,6/13/2025,6/13/2025,3/20/2025,3/20/2025,"$10,500",REP 16,REP 81,3/17/2025,85,Not Run-Rate,DASH,Remus Lupin,Pipeline
297,OPP - 297 - Net New,Net New,Stage 4,Dash,AMER,6/27/2025,3/21/2025,3/20/2025,3/20/2025,"$10,500",REP 42,REP 42,3/17/2025,99,Not Run-Rate,AMER,Filius Flitwick,Pipeline
298,OPP - 298 - Renewal,Renewal,Stage 3,Core,EMEA,4/16/2025,4/16/2025,5/31/2024,3/27/2025,"$10,467",REP 46,REP 46,3/24/2025,320,Not Run-Rate,EMEA,Ron Weasley,Pipeline
299,OPP - 299 - Net New,Net New,Stage 2,Core,AMER,6/30/2025,6/30/2025,3/27/2025,3/28/2025,"$10,350",REP 14,REP 14,3/24/2025,95,Not Run-Rate,AMER,Hermione Granger,Pipeline
300,OPP - 300 - Net New,Net New,Stage 4,Dash,AMER,6/20/2025,04/07/2025,2/14/2025,2/20/2025,"$10,332",REP 21,REP 81,2/17/2025,126,Not Run-Rate,DASH,Remus Lupin,Best Case
301,OPP - 301 - Renewal,Renewal,Stage 5,Sign,AMER,6/22/2025,6/22/2025,6/25/2024,9/27/2024,"$10,201",REP 33,REP 33,9/23/2024,362,Not Run-Rate,AMER,Susan Bones,Commit
302,OPP - 302 - Net New,Net New,Stage 3,Sign,AMER,6/30/2025,6/30/2025,12/13/2023,01/04/2024,"$10,164",REP 25,REP 25,01/01/2024,565,Not Run-Rate,AMER,Harry Potter,Pipeline
303,OPP - 303 - Net New,Net New,Stage 3,Sign,EMEA,5/30/2025,3/14/2025,2/27/2025,2/27/2025,"$10,105",REP 9,REP 9,2/24/2025,92,Not Run-Rate,EMEA,Amelia Bones,Pipeline
304,OPP - 304 - Upsell,Upsell,Stage 5,Core,AMER,05/09/2025,05/09/2025,02/08/2025,02/08/2025,"$10,005",REP 59,REP 59,02/07/2025,90,Not Run-Rate,AMER,Cho Chang,Commit
305,OPP - 305 - Renewal,Renewal,Stage 4,Sign,AMER,6/30/2025,2/24/2025,2/19/2025,2/19/2025,"$10,001",REP 14,REP 14,2/17/2025,131,Not Run-Rate,AMER,Hermione Granger,Best Case
306,OPP - 306 - Upsell,Upsell,Stage 2,Dash,AMER,6/30/2025,01/09/2025,01/09/2025,1/14/2025,"$10,001",REP 4,REP 25,1/13/2025,172,Not Run-Rate,AMER,Harry Potter,Pipeline
307,OPP - 307 - Renewal,Renewal,Stage 2,Core,AMER,7/21/2025,7/21/2025,7/22/2024,11/19/2024,"$9,941",REP 57,REP 57,11/18/2024,364,Not Run-Rate,AMER,Cho Chang,Pipeline
308,OPP - 308 - Net New,Net New,Stage 2,Sign,AMER,6/30/2025,06/01/2025,12/27/2024,12/27/2024,"$9,900",REP 2,REP 2,12/23/2024,185,Not Run-Rate,AMER,Hermione Granger,Pipeline
309,OPP - 309 - Net New,Net New,Stage 2,Sign,AMER,6/30/2025,07/01/2025,04/10/2025,04/10/2025,"$9,900",REP 2,NOT ASSIGNED,04/07/2025,81,Not Run-Rate,AMER,Hermione Granger,Pipeline
310,OPP - 310 - Net New,Net New,Stage 3,Sign,AMER,6/30/2025,02/01/2025,12/05/2024,12/05/2024,"$9,900",REP 2,REP 2,12/02/2024,207,Not Run-Rate,AMER,Hermione Granger,Pipeline
311,OPP - 311 - Net New,Net New,Stage 3,Sign,AMER,5/31/2025,06/01/2025,04/03/2025,04/03/2025,"$9,900",REP 2,REP 2,3/31/2025,58,Not Run-Rate,AMER,Hermione Granger,Pipeline
312,OPP - 312 - Net New,Net New,Stage 5,Core,AMER,4/30/2025,3/31/2025,2/23/2025,2/24/2025,"$9,900",REP 14,REP 14,2/24/2025,66,Not Run-Rate,AMER,Hermione Granger,Commit
313,OPP - 313 - Net New,Net New,Stage 4,Dash,APAC,4/28/2025,4/28/2025,3/13/2025,04/03/2025,"$9,882",REP 27,NOT ASSIGNED,3/31/2025,46,Not Run-Rate,DASH,Remus Lupin,Best Case
314,OPP - 314 - Net New,Net New,Stage 2,Core,AMER,7/31/2025,7/31/2025,04/10/2025,04/10/2025,"$9,792",REP 32,REP 32,04/07/2025,112,Not Run-Rate,AMER,Hermione Granger,Pipeline
315,OPP - 315 - Upsell,Upsell,Stage 4,Core,AMER,5/31/2025,5/26/2025,3/13/2025,3/13/2025,"$9,641",REP 10,REP 10,03/10/2025,79,Not Run-Rate,AMER,Susan Bones,Pipeline
316,OPP - 316 - Upsell,Upsell,Stage 4,Core,AMER,9/30/2025,08/10/2025,12/03/2024,12/03/2024,"$9,639",REP 43,REP 43,12/02/2024,301,Not Run-Rate,AMER,Filius Flitwick,Best Case
317,OPP - 317 - Net New,Net New,Stage 2,Sign,AMER,7/31/2025,04/02/2024,04/02/2024,07/10/2024,"$9,600",REP 10,REP 10,07/08/2024,485,Not Run-Rate,AMER,Susan Bones,Pipeline
318,OPP - 318 - Net New,Net New,Stage 2,Core,AMER,6/30/2025,11/01/2024,10/17/2024,10/17/2024,"$9,600",REP 34,REP 34,10/14/2024,256,Not Run-Rate,AMER,Rubeus Hagrid,Pipeline
319,OPP - 319 - Net New,Net New,Stage 2,Sign,AMER,7/31/2025,4/30/2025,02/07/2025,02/07/2025,"$9,600",REP 32,REP 32,02/03/2025,174,Not Run-Rate,AMER,Hermione Granger,Pipeline
320,OPP - 320 - Net New,Net New,Stage 2,Sign,AMER,07/01/2025,6/30/2025,3/17/2025,3/17/2025,"$9,600",REP 47,REP 47,3/17/2025,106,Not Run-Rate,AMER,Cho Chang,Pipeline
321,OPP - 321 - Net New,Net New,Stage 2,Dash,AMER,6/30/2025,07/01/2025,3/20/2025,3/20/2025,"$9,600",REP 50,REP 50,3/17/2025,102,Not Run-Rate,AMER,Harry Potter,Best Case
322,OPP - 322 - Net New,Net New,Stage 2,Dash,EMEA,6/30/2025,6/30/2025,3/27/2025,3/27/2025,"$9,600",REP 46,REP 46,3/24/2025,95,Not Run-Rate,EMEA,Ron Weasley,Pipeline
323,OPP - 323 - Renewal,Renewal,Stage 3,Core,EMEA,5/16/2025,05/09/2025,05/10/2024,2/25/2025,"$9,581",REP 45,REP 45,2/24/2025,371,Not Run-Rate,EMEA,Terry Boot,Pipeline
324,OPP - 324 - Net New,Net New,Stage 2,Sign,AMER,6/30/2025,01/01/2025,11/12/2024,11/13/2024,"$9,504",REP 2,NOT ASSIGNED,11/11/2024,230,Not Run-Rate,AMER,Hermione Granger,Pipeline
325,OPP - 325 - Net New,Net New,Stage 2,Sign,AMER,5/30/2025,3/26/2025,12/12/2024,12/12/2024,"$9,504",REP 50,REP 48,12/09/2024,169,Not Run-Rate,AMER,Harry Potter,Pipeline
326,OPP - 326 - Net New,Net New,Stage 2,Sign,AMER,6/30/2025,04/01/2025,02/07/2025,02/07/2025,"$9,504",REP 2,REP 2,02/03/2025,143,Not Run-Rate,AMER,Hermione Granger,Pipeline
327,OPP - 327 - Net New,Net New,Stage 2,Sign,AMER,6/27/2025,6/27/2025,3/20/2025,3/20/2025,"$9,504",REP 42,REP 42,3/17/2025,99,Not Run-Rate,AMER,Filius Flitwick,Pipeline
328,OPP - 328 - Net New,Net New,Stage 2,Sign,AMER,6/30/2025,07/01/2025,04/08/2025,04/08/2025,"$9,504",REP 2,NOT ASSIGNED,04/07/2025,83,Not Run-Rate,AMER,Hermione Granger,Pipeline
329,OPP - 329 - Net New,Net New,Stage 3,Sign,AMER,6/30/2025,04/01/2025,12/10/2024,12/10/2024,"$9,504",REP 2,REP 2,12/09/2024,202,Not Run-Rate,AMER,Hermione Granger,Pipeline
330,OPP - 330 - Net New,Net New,Stage 3,Sign,AMER,5/31/2025,05/10/2025,04/10/2025,04/10/2025,"$9,504",REP 2,REP 2,04/07/2025,51,Not Run-Rate,AMER,Hermione Granger,Pipeline
331,OPP - 331 - Net New,Net New,Stage 4,Sign,AMER,4/20/2025,6/30/2025,8/23/2024,01/09/2025,"$9,504",REP 47,REP 47,01/06/2025,240,Not Run-Rate,AMER,Cho Chang,Best Case
332,OPP - 332 - Net New,Net New,Stage 3,Core,AMER,5/30/2025,5/30/2025,2/28/2025,2/28/2025,"$9,450",REP 32,REP 32,2/24/2025,91,Not Run-Rate,AMER,Hermione Granger,Pipeline
333,OPP - 333 - Renewal,Renewal,Stage 5,Core,JAPAN,4/28/2025,4/28/2025,4/25/2024,12/11/2024,"$9,370",REP 18,REP 18,12/09/2024,368,Not Run-Rate,JAPAN,Colin Creevey,Commit
334,OPP - 334 - Net New,Net New,Stage 3,Core,AMER,07/01/2025,12/16/2024,10/16/2024,10/16/2024,"$9,360",REP 6,REP 6,10/14/2024,258,Not Run-Rate,AMER,Cho Chang,Pipeline
335,OPP - 335 - Upsell,Upsell,Stage 5,Core,AMER,4/30/2025,4/30/2025,02/07/2025,02/07/2025,"$9,280",REP 22,REP 22,02/03/2025,82,Not Run-Rate,AMER,Filius Flitwick,Commit
336,OPP - 336 - Net New,Net New,Stage 2,Sign,AMER,7/18/2025,08/01/2025,1/31/2025,1/31/2025,"$9,266",REP 36,REP 36,1/27/2025,168,Not Run-Rate,AMER,Harry Potter,Pipeline
337,OPP - 337 - Renewal,Renewal,Stage 5,Core,AMER,09/01/2025,4/30/2025,09/01/2024,11/14/2024,"$9,216",REP 54,REP 54,11/11/2024,365,Not Run-Rate,AMER,Filius Flitwick,Commit
338,OPP - 338 - Renewal,Renewal,Stage 2,Dash,EMEA,08/01/2025,08/01/2025,6/27/2024,11/08/2024,"$9,186",REP 24,REP 24,11/04/2024,400,Not Run-Rate,EMEA,Amelia Bones,Pipeline
339,OPP - 339 - Net New,Net New,Stage 2,Send,JAPAN,9/30/2025,6/30/2025,1/21/2025,1/21/2025,"$9,184",REP 18,REP 18,1/20/2025,252,Not Run-Rate,JAPAN,Colin Creevey,Pipeline
340,OPP - 340 - Net New,Net New,Stage 3,Core,EMEA,6/25/2025,10/31/2024,07/11/2024,07/11/2024,"$9,122",REP 17,REP 17,07/08/2024,349,Not Run-Rate,EMEA,Amelia Bones,Pipeline
341,OPP - 341 - Net New,Net New,Stage 3,Core,AMER,5/30/2025,3/31/2025,1/22/2025,02/06/2025,"$9,060",REP 15,REP 15,02/03/2025,128,Not Run-Rate,AMER,Hermione Granger,Best Case
342,OPP - 342 - Net New,Net New,Stage 2,Core,AMER,5/30/2025,5/30/2025,3/19/2024,3/19/2024,"$9,000",REP 44,REP 44,3/18/2024,437,Not Run-Rate,AMER,Cho Chang,Pipeline
343,OPP - 343 - Net New,Net New,Stage 3,Dash,AMER,6/13/2025,04/11/2025,1/22/2025,1/22/2025,"$9,000",REP 21,REP 19,1/20/2025,142,Not Run-Rate,AMER,Susan Bones,Pipeline
344,OPP - 344 - Renewal,Renewal,Stage 5,Sign,AMER,5/19/2025,5/19/2025,06/11/2024,2/21/2025,"$8,986",REP 8,REP 8,2/17/2025,342,Not Run-Rate,AMER,Filius Flitwick,Commit
345,OPP - 345 - Upsell,Upsell,Stage 5,Core,AMER,05/01/2025,05/01/2025,1/31/2025,1/31/2025,"$8,925",REP 37,REP 37,1/27/2025,90,Not Run-Rate,AMER,Susan Bones,Commit
346,OPP - 346 - Renewal,Renewal,Stage 5,Core,AMER,4/25/2025,4/25/2025,3/25/2025,3/31/2025,"$8,880",REP 33,REP 33,3/31/2025,31,Not Run-Rate,AMER,Susan Bones,Commit
347,OPP - 347 - Net New,Net New,Stage 2,Dash,APAC,4/30/2025,3/31/2025,11/14/2024,11/14/2024,"$8,824",REP 23,REP 23,11/11/2024,167,Not Run-Rate,APAC,Severus Snape,Pipeline
348,OPP - 348 - Net New,Net New,Stage 2,Core,JAPAN,6/30/2025,6/30/2025,09/02/2024,09/02/2024,"$8,766",REP 5,REP 5,09/02/2024,301,Not Run-Rate,JAPAN,Colin Creevey,Pipeline
349,OPP - 349 - Renewal,Renewal,Stage 5,Core,AMER,07/01/2025,07/01/2025,08/03/2022,11/02/2023,"$8,760",REP 8,REP 8,10/30/2023,1063,Not Run-Rate,AMER,Filius Flitwick,Commit
350,OPP - 350 - Net New,Net New,Stage 3,Core,AMER,6/30/2025,04/01/2025,3/27/2025,3/27/2025,"$8,736",REP 8,REP 8,3/24/2025,95,Not Run-Rate,AMER,Filius Flitwick,Pipeline
351,OPP - 351 - Upsell,Upsell,Stage 5,Core,AMER,4/26/2025,4/26/2025,1/26/2025,1/26/2025,"$8,700",REP 62,REP 62,1/24/2025,90,Not Run-Rate,AMER,Harry Potter,Commit
352,OPP - 352 - Renewal,Renewal,Stage 2,Core,AMER,6/20/2025,01/03/2026,01/03/2025,2/26/2025,"$8,686",REP 43,REP 43,2/24/2025,168,Not Run-Rate,AMER,Filius Flitwick,Pipeline
353,OPP - 353 - Net New,Net New,Stage 2,Core,AMER,6/30/2025,3/31/2025,1/24/2025,1/24/2025,"$8,640",REP 22,REP 22,1/20/2025,157,Not Run-Rate,AMER,Filius Flitwick,Pipeline
354,OPP - 354 - Net New,Net New,Stage 2,Core,AMER,4/30/2025,4/30/2025,04/08/2025,04/08/2025,"$8,640",REP 32,REP 32,04/07/2025,22,Not Run-Rate,AMER,Hermione Granger,Pipeline
355,OPP - 355 - Upsell,Upsell,Stage 2,Dash,EMEA,6/30/2025,12/03/2024,12/03/2024,12/03/2024,"$8,616",REP 31,REP 31,12/02/2024,209,Not Run-Rate,EMEA,Terry Boot,Pipeline
356,OPP - 356 - Upsell,Upsell,Stage 2,Dash,EMEA,6/30/2025,12/20/2024,12/20/2024,12/20/2024,"$8,616",REP 31,REP 31,12/16/2024,192,Not Run-Rate,EMEA,Terry Boot,Pipeline
357,OPP - 357 - Net New,Net New,Stage 2,Dash,EMEA,6/30/2025,3/31/2025,10/23/2024,12/19/2024,"$8,616",REP 13,REP 17,12/16/2024,250,Not Run-Rate,EMEA,Amelia Bones,Pipeline
358,OPP - 358 - Net New,Net New,Stage 2,Dash,EMEA,6/30/2025,07/01/2025,11/19/2024,11/19/2024,"$8,616",REP 31,REP 31,11/18/2024,223,Not Run-Rate,EMEA,Terry Boot,Pipeline
359,OPP - 359 - Net New,Net New,Stage 2,Dash,EMEA,6/30/2025,1/30/2025,11/19/2024,11/19/2024,"$8,616",REP 31,REP 31,11/18/2024,223,Not Run-Rate,EMEA,Terry Boot,Pipeline
360,OPP - 360 - Net New,Net New,Stage 2,Dash,EMEA,6/30/2025,07/01/2025,2/24/2025,2/24/2025,"$8,616",REP 31,REP 31,2/24/2025,126,Not Run-Rate,EMEA,Terry Boot,Pipeline
361,OPP - 361 - Net New,Net New,Stage 2,Dash,EMEA,6/25/2025,6/26/2025,04/02/2025,04/02/2025,"$8,616",REP 31,REP 31,3/31/2025,84,Not Run-Rate,EMEA,Terry Boot,Pipeline
362,OPP - 362 - Renewal,Renewal,Stage 5,Core,AMER,04/12/2025,04/12/2025,04/12/2024,1/16/2025,"$8,586",REP 54,REP 54,1/13/2025,365,Not Run-Rate,AMER,Filius Flitwick,Commit
363,OPP - 363 - Net New,Net New,Stage 2,Dash,EMEA,5/31/2025,3/31/2025,2/27/2025,2/27/2025,"$8,574",REP 13,REP 46,2/24/2025,93,Not Run-Rate,EMEA,Amelia Bones,Pipeline
364,OPP - 364 - Net New,Net New,Stage 2,Dash,EMEA,6/30/2025,3/31/2025,2/27/2025,2/27/2025,"$8,574",REP 13,REP 46,2/24/2025,123,Not Run-Rate,EMEA,Amelia Bones,Pipeline
365,OPP - 365 - Net New,Net New,Stage 2,Dash,EMEA,5/29/2025,3/31/2025,2/27/2025,2/27/2025,"$8,574",REP 13,REP 46,2/24/2025,91,Not Run-Rate,EMEA,Amelia Bones,Pipeline
366,OPP - 366 - Net New,Net New,Stage 3,Core,AMER,6/30/2025,03/01/2025,1/27/2025,1/27/2025,"$8,554",REP 35,REP 35,1/27/2025,154,Not Run-Rate,AMER,Hermione Granger,Pipeline
367,OPP - 367 - Net New,Net New,Stage 2,Dash,AMER,7/18/2025,7/18/2025,3/14/2025,3/14/2025,"$8,496",REP 3,REP 3,03/10/2025,126,Not Run-Rate,AMER,Susan Bones,Pipeline
368,OPP - 368 - Net New,Net New,Stage 3,Core,AMER,5/30/2025,3/31/2025,2/20/2025,2/20/2025,"$8,446",REP 35,REP 35,2/17/2025,99,Not Run-Rate,AMER,Hermione Granger,Pipeline
369,OPP - 369 - Net New,Net New,Stage 5,Sign,AMER,4/18/2025,4/18/2025,04/03/2025,04/03/2025,"$8,415",REP 2,REP 2,3/31/2025,15,Not Run-Rate,AMER,Hermione Granger,Commit
370,OPP - 370 - Net New,Net New,Stage 2,Core,AMER,6/27/2025,03/03/2025,8/16/2024,8/16/2024,"$8,400",REP 39,REP 39,08/12/2024,315,Not Run-Rate,AMER,Filius Flitwick,Pipeline
371,OPP - 371 - Net New,Net New,Stage 2,Dash,AMER,5/16/2025,4/21/2025,03/07/2025,04/08/2025,"$8,400",REP 21,NOT ASSIGNED,04/07/2025,70,Not Run-Rate,DASH,Remus Lupin,Pipeline
372,OPP - 372 - Net New,Net New,Stage 2,Dash,AMER,4/17/2025,5/16/2025,3/21/2025,3/21/2025,"$8,400",REP 20,REP 39,3/17/2025,27,Not Run-Rate,AMER,Filius Flitwick,Pipeline
373,OPP - 373 - Renewal,Renewal,Stage 2,Core,AMER,5/15/2025,5/15/2025,5/15/2024,3/27/2025,"$8,400",REP 61,REP 61,3/24/2025,365,Not Run-Rate,AMER,Cho Chang,Pipeline
374,OPP - 374 - Upsell,Upsell,Stage 3,Dash,AMER,6/27/2025,4/25/2025,1/15/2025,1/15/2025,"$8,400",REP 16,NOT ASSIGNED,1/13/2025,163,Not Run-Rate,DASH,Remus Lupin,Pipeline
375,OPP - 375 - Net New,Net New,Stage 3,Sign,AMER,6/30/2025,10/07/2024,09/11/2024,09/11/2024,"$8,400",REP 8,REP 8,09/09/2024,292,Not Run-Rate,AMER,Filius Flitwick,Pipeline
376,OPP - 376 - Net New,Net New,Stage 3,Dash,AMER,9/30/2025,5/31/2025,1/30/2025,1/30/2025,"$8,400",REP 10,REP 10,1/27/2025,243,Not Run-Rate,AMER,Susan Bones,Pipeline
377,OPP - 377 - Net New,Net New,Stage 3,Dash,AMER,6/30/2025,04/04/2025,2/18/2025,03/04/2025,"$8,400",REP 63,REP 63,03/03/2025,132,Not Run-Rate,DASH,Remus Lupin,Pipeline
378,OPP - 378 - Renewal,Renewal,Stage 2,Core,AMER,09/07/2025,09/07/2025,09/07/2022,09/07/2022,"$8,375",REP 58,REP 58,09/05/2022,1096,Not Run-Rate,AMER,Harry Potter,Pipeline
379,OPP - 379 - Renewal,Renewal,Stage 2,Core,AMER,6/20/2025,6/20/2025,12/16/2024,3/19/2025,"$8,304",REP 43,REP 43,3/17/2025,186,Not Run-Rate,AMER,Filius Flitwick,Pipeline
380,OPP - 380 - Renewal,Renewal,Stage 3,Core,AMER,4/30/2025,04/09/2025,9/18/2024,9/19/2024,"$8,270",REP 36,REP 36,9/16/2024,224,Not Run-Rate,AMER,Harry Potter,Best Case
381,OPP - 381 - Renewal,Renewal,Stage 5,Core,AMER,4/28/2025,4/28/2025,4/29/2024,04/08/2025,"$8,262",REP 55,REP 55,04/07/2025,364,Not Run-Rate,AMER,Cho Chang,Commit
382,OPP - 382 - Renewal,Renewal,Stage 2,Core,EMEA,08/04/2025,08/04/2025,7/29/2024,7/29/2024,"$8,208",REP 51,REP 51,7/29/2024,371,Not Run-Rate,EMEA,Cho Chang,Pipeline
383,OPP - 383 - Upsell,Upsell,Stage 2,Core,AMER,7/31/2025,12/30/2024,10/16/2024,10/16/2024,"$8,160",REP 10,REP 10,10/14/2024,288,Not Run-Rate,AMER,Susan Bones,Omitted
384,OPP - 384 - Renewal,Renewal,Stage 2,Core,AMER,06/03/2025,06/03/2025,06/02/2024,3/19/2025,"$8,064",REP 43,REP 43,3/17/2025,366,Not Run-Rate,AMER,Filius Flitwick,Pipeline
385,OPP - 385 - Net New,Net New,Stage 2,Dash,EMEA,4/30/2025,3/31/2025,2/26/2025,2/26/2025,"$8,042",REP 13,REP 68,2/24/2025,63,Not Run-Rate,EMEA,Ron Weasley,Pipeline
386,OPP - 386 - Net New,Net New,Stage 2,Dash,EMEA,4/30/2025,3/31/2025,2/26/2025,2/26/2025,"$8,042",REP 13,REP 26,2/24/2025,63,Not Run-Rate,EMEA,Ron Weasley,Pipeline
387,OPP - 387 - Net New,Net New,Stage 2,Dash,EMEA,7/31/2025,7/31/2025,3/20/2025,3/20/2025,"$8,042",REP 49,REP 49,3/17/2025,133,Not Run-Rate,EMEA,Ron Weasley,Pipeline
